224.301,-12.4101,2.91377
224.164,-12.7201,2.90957
224.497,-12.66,2.91396
224.35,-12.7758,2.91987
224.35,-12.7758,2.91987
224.269,-12.702,2.91939
224.294,-12.5745,2.90884
224.524,-12.6294,2.91123
224.524,-12.6294,2.91123
224.497,-12.66,2.91396
224.593,-12.6463,2.91759
224.497,-12.66,2.91396
224.384,-12.9722,2.91556
224.164,-12.7201,2.90957
224.35,-12.7758,2.91987
224.702,-12.5713,2.92039
224.384,-12.9722,2.91556
224.529,-12.9082,2.92012
224.164,-12.7201,2.90957
224.269,-12.702,2.91939
224.164,-12.7201,2.90957
224.35,-12.7758,2.91987
224.35,-12.7758,2.91987
224.293,-13.0034,2.91889
224.35,-12.7758,2.91987
224.593,-12.6463,2.91759
224.269,-12.702,2.91939
224.625,-12.7936,2.9227
224.294,-12.5745,2.90884
224.35,-12.7758,2.91987
224.164,-12.7201,2.90957
224.35,-12.7758,2.91987
224.164,-12.7201,2.90957
224.41,-12.9677,2.92197
224.524,-12.6294,2.91123
224.164,-12.7201,2.90957
224.384,-12.9722,2.91556
224.593,-12.6463,2.91759
224.269,-12.702,2.91939
224.451,-12.5267,2.92412
224.384,-12.9722,2.91556
224.35,-12.7758,2.91987
224.539,-12.7723,2.91492
224.539,-12.7723,2.91492
224.625,-12.7936,2.9227
224.269,-12.702,2.91939
224.269,-12.702,2.91939
224.164,-12.7201,2.90957
224.497,-12.66,2.91396
224.164,-12.7201,2.90957
224.666,-12.8231,2.92303
224.702,-12.5713,2.92039
224.666,-12.8231,2.92303
224.529,-12.9082,2.92012
224.269,-12.702,2.91939
224.206,-12.7556,2.92417
224.269,-12.702,2.91939
224.164,-12.7201,2.90957
224.164,-12.7201,2.90957
224.539,-12.7723,2.91492
224.164,-12.7201,2.90957
224.164,-12.7201,2.90957
224.497,-12.66,2.91396
224.625,-12.7936,2.9227
224.625,-12.7936,2.9227
224.269,-12.702,2.91939
224.41,-12.9677,2.92197
224.593,-12.6463,2.91759
224.35,-12.7758,2.91987
224.164,-12.7201,2.90957
224.771,-12.5194,2.9228
224.35,-12.7758,2.91987
224.35,-12.7758,2.91987
224.539,-12.7723,2.91492
224.35,-12.7758,2.91987
224.442,-12.5605,2.92566
224.164,-12.7201,2.90957
224.497,-12.66,2.91396
224.164,-12.7201,2.90957
224.308,-12.3785,2.92045
223.998,-12.5339,2.91567
224.164,-12.7201,2.90957
224.571,-12.5237,2.92401
224.593,-12.6463,2.91759
224.331,-12.3883,2.91181
224.293,-13.0034,2.91889
224.35,-12.7758,2.91987
224.269,-12.702,2.91939
224.52,-12.4906,2.92232
224.269,-12.702,2.91939
224.625,-12.7936,2.9227
224.35,-12.7758,2.91987
224.413,-12.5562,2.90736
224.35,-12.7758,2.91987
224.497,-12.66,2.91396
224.41,-12.9677,2.92197
224.35,-12.7758,2.91987
224.35,-12.7758,2.91987
224.593,-12.6463,2.91759
224.35,-12.7758,2.91987
224.497,-12.66,2.91396
224.625,-12.7936,2.9227
224.164,-12.7201,2.90957
224.529,-12.9082,2.92012
224.384,-12.9722,2.91556
224.269,-12.702,2.91939
224.35,-12.7758,2.91987
224.269,-12.702,2.91939
224.666,-12.8231,2.92303
224.771,-12.5194,2.9228
224.593,-12.6463,2.91759
224.44,-12.332,2.92048
224.269,-12.702,2.91939
224.269,-12.702,2.91939
224.269,-12.702,2.91939
224.269,-12.702,2.91939
224.269,-12.702,2.91939
224.624,-12.5879,2.92554
224.164,-12.7201,2.90957
224.529,-12.9082,2.92012
224.269,-12.702,2.91939
224.497,-12.66,2.91396
224.539,-12.7723,2.91492
224.497,-12.66,2.91396
224.35,-12.7758,2.91987
224.293,-13.0034,2.91889
224.35,-12.7758,2.91987
224.164,-12.7201,2.90957
224.539,-12.7723,2.91492
224.529,-12.9082,2.92012
224.593,-12.6463,2.91759
224.301,-12.4101,2.91377
224.497,-12.66,2.91396
224.384,-12.9722,2.91556
224.35,-12.7758,2.91987
224.164,-12.7201,2.90957
224.384,-12.9722,2.91556
224.529,-12.9082,2.92012
224.539,-12.7723,2.91492
224.293,-13.0034,2.91889
224.269,-12.702,2.91939
224.625,-12.7936,2.9227
224.23,-12.7608,2.92521
224.301,-12.4101,2.91377
224.35,-12.7758,2.91987
224.593,-12.6463,2.91759
224.539,-12.7723,2.91492
224.35,-12.7758,2.91987
224.269,-12.702,2.91939
224.164,-12.7201,2.90957
224.497,-12.66,2.91396
224.164,-12.7201,2.90957
224.35,-12.7758,2.91987
224.539,-12.7723,2.91492
224.35,-12.7758,2.91987
224.269,-12.702,2.91939
224.164,-12.7201,2.90957
224.35,-12.7758,2.91987
224.539,-12.7723,2.91492
224.41,-12.9677,2.92197
224.164,-12.7201,2.90957
224.35,-12.7758,2.91987
224.35,-12.7758,2.91987
224.269,-12.702,2.91939
224.35,-12.7758,2.91987
224.269,-12.702,2.91939
224.497,-12.66,2.91396
224.529,-12.9082,2.92012
224.593,-12.6463,2.91759
224.625,-12.7936,2.9227
224.269,-12.702,2.91939
224.539,-12.7723,2.91492
224.35,-12.7758,2.91987
224.625,-12.7936,2.9227
224.442,-12.5605,2.92566
224.164,-12.7201,2.90957
224.35,-12.7758,2.91987
224.301,-12.4101,2.91377
224.269,-12.702,2.91939
224.35,-12.7758,2.91987
224.666,-12.8231,2.92303
224.35,-12.7758,2.91987
224.529,-12.9082,2.92012
224.164,-12.7201,2.90957
224.35,-12.7758,2.91987
224.35,-12.7758,2.91987
224.35,-12.7758,2.91987
224.164,-12.7201,2.90957
224.824,-12.659,2.92318
224.35,-12.7758,2.91987
224.269,-12.702,2.91939
224.35,-12.7758,2.91987
224.599,-12.4546,2.91545
224.269,-12.702,2.91939
224.593,-12.6463,2.91759
224.384,-12.9722,2.91556
224.35,-12.7758,2.91987
224.164,-12.7201,2.90957
224.35,-12.7758,2.91987
224.497,-12.66,2.91396
